Run Start Time: Sun Dec 29 21:48:14 2024
[0.1  0.4  0.05 0.45]	[52, 74.1]
[0.35 0.45 0.1  0.1 ]	[69, 67.81]
[0.2  0.15 0.3  0.35]	[53, 74.97]
[0.6  0.05 0.3  0.05]	[70, 63.22]
[0.05 0.05 0.85 0.05]	[51, 74.405]
[0.1  0.15 0.55 0.2 ]	[53, 76.245]
[0.05 0.5  0.15 0.3 ]	[55, 73.78]
[0.1  0.45 0.35 0.1 ]	[59, 71.98]
[0.05 0.05 0.7  0.2 ]	[50, 75.96]
[0.05 0.15 0.25 0.55]	[46, 75.63]
[0.25 0.3  0.35 0.1 ]	[61, 70.4]
[0.5  0.1  0.25 0.15]	[66, 67.51]
[0.45 0.4  0.05 0.1 ]	[73, 66.025]
[0.65 0.05 0.1  0.2 ]	[70, 63.745]
[0.35 0.45 0.1  0.1 ]	[69, 67.37]
[0.2  0.2  0.15 0.45]	[52, 73.335]
[0.05 0.4  0.3  0.25]	[54, 75.235]
[0.45 0.4  0.05 0.1 ]	[73, 65.38]
[0.05 0.05 0.55 0.35]	[48, 76.705]
[0.2  0.1  0.45 0.25]	[53, 74.2]
[0.55 0.15 0.1  0.2 ]	[68, 66.31]
[0.1  0.05 0.2  0.65]	[44, 76.195]
[0.25 0.2  0.1  0.45]	[53, 72.99]
[0.15 0.3  0.25 0.3 ]	[55, 73.355]
[0.1  0.45 0.4  0.05]	[60, 72.235]
[0.1  0.05 0.25 0.6 ]	[46, 75.775]
[0.05 0.1  0.05 0.8 ]	[42, 77.32]
[0.15 0.1  0.5  0.25]	[52, 74.125]
[0.2  0.25 0.35 0.2 ]	[57, 72.03]
[0.15 0.25 0.45 0.15]	[56, 73.46]
[0.3  0.35 0.3  0.05]	[65, 69.09]
[0.35 0.05 0.05 0.55]	[52, 71.645]
[0.3  0.35 0.3  0.05]	[66, 68.505]
[0.35 0.3  0.1  0.25]	[61, 68.345]
[0.1  0.35 0.25 0.3 ]	[54, 74.62]
[0.4 0.2 0.3 0.1]	[65, 68.435]
[0.15 0.05 0.65 0.15]	[53, 75.14]
[0.3  0.05 0.6  0.05]	[58, 69.625]
[0.35 0.25 0.35 0.05]	[66, 68.77]
[0.5  0.25 0.1  0.15]	[70, 66.335]
[0.35 0.45 0.05 0.15]	[67, 67.01]
[0.2  0.25 0.25 0.3 ]	[55, 72.33]
[0.75 0.05 0.1  0.1 ]	[79, 60.905]
[0.15 0.7  0.05 0.1 ]	[66, 69.575]
[0.3  0.25 0.4  0.05]	[64, 69.485]
[0.55 0.2  0.1  0.15]	[70, 64.975]
[0.05 0.4  0.1  0.45]	[51, 75.68]
[0.55 0.3  0.05 0.1 ]	[75, 64.675]
[0.6  0.05 0.05 0.3 ]	[66, 66.66]
[0.15 0.55 0.2  0.1 ]	[63, 70.975]
[0.5  0.1  0.35 0.05]	[68, 66.05]
[0.25 0.1  0.35 0.3 ]	[54, 73.78]
[0.05 0.05 0.4  0.5 ]	[46, 76.37]
[0.65 0.1  0.05 0.2 ]	[72, 64.655]
[0.05 0.05 0.8  0.1 ]	[51, 76.06]
[0.55 0.3  0.1  0.05]	[77, 63.580000000000005]
[0.1 0.3 0.3 0.3]	[53, 74.805]
[0.2  0.4  0.05 0.35]	[56, 71.95]
[0.05 0.8  0.05 0.1 ]	[64, 70.095]
[0.25 0.35 0.35 0.05]	[64, 70.03]
[0.4  0.5  0.05 0.05]	[74, 64.03]
[0.2  0.35 0.15 0.3 ]	[56, 72.67]
[0.05 0.25 0.3  0.4 ]	[49, 75.98]
[0.5 0.2 0.1 0.2]	[67, 67.7]
[0.15 0.5  0.05 0.3 ]	[57, 71.475]
[0.75 0.15 0.05 0.05]	[85, 59.74]
[0.25 0.35 0.2  0.2 ]	[60, 70.75]
[0.1  0.25 0.6  0.05]	[57, 73.325]
[0.05 0.75 0.15 0.05]	[64, 69.935]
[0.4  0.15 0.1  0.35]	[59, 70.51]
[0.15 0.4  0.25 0.2 ]	[58, 73.21]
[0.1  0.1  0.45 0.35]	[50, 75.485]
[0.2  0.35 0.3  0.15]	[59, 70.68]
[0.05 0.2  0.6  0.15]	[52, 74.15]
[0.55 0.2  0.2  0.05]	[74, 63.965]
[0.1  0.1  0.05 0.75]	[44, 76.345]
[0.2  0.35 0.2  0.25]	[58, 72.265]
[0.45 0.4  0.05 0.1 ]	[73, 65.92]
[0 0.45 0.5 0.05]	[57, 73.425]
[0.45 0.15 0.15 0.25]	[63, 69.38]
[0.05 0.3  0.6  0.05]	[56, 74.33]
[0.45 0.15 0.05 0.35]	[61, 68.87]
[0.45 0.4  0.1  0.05]	[74, 64.67]
[0.05 0.7  0.2  0.05]	[63, 71.445]
[0.05 0.65 0.05 0.25]	[58, 72.94]
[0.4  0.05 0.1  0.45]	[55, 71.035]
[0.15 0.2  0.55 0.1 ]	[56, 73.455]
